chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
28,SOUND,hear,"This scene was as silent as if all the figures had been shadows and the firelit apartment a picture: so hushed was it, I could hear the cinders fall from the grate, the clock tick in its obscure corner; and I even fancied I could distinguish the click-click of the woman’s knitting-needles.",24351,24641
28,TOUCH,grate,"This scene was as silent as if all the figures had been shadows and the firelit apartment a picture: so hushed was it, I could hear the cinders fall from the grate, the clock tick in its obscure corner; and I even fancied I could distinguish the click-click of the woman’s knitting-needles.",24351,24641
28,SOUND,listen,"The other girl, who had lifted her head to listen to her sister, repeated, while she gazed at the fire, a line of what had been read.",25175,25308
28,SIGHT,gaze,"The other girl, who had lifted her head to listen to her sister, repeated, while she gazed at the fire, a line of what had been read.",25175,25308
28,SOUND,hear,"At a later day, I knew the language and the book; therefore, I will here quote the line: though, when I first heard it, it was only like a stroke on sounding brass to me—conveying no meaning:— “‘Da trat hervor Einer, anzusehen wie die Sternen Nacht.’",25309,25560
28,SOUND,sound,"At a later day, I knew the language and the book; therefore, I will here quote the line: though, when I first heard it, it was only like a stroke on sounding brass to me—conveying no meaning:— “‘Da trat hervor Einer, anzusehen wie die Sternen Nacht.’",25309,25560
28,TOUCH,stroke,"At a later day, I knew the language and the book; therefore, I will here quote the line: though, when I first heard it, it was only like a stroke on sounding brass to me—conveying no meaning:— “‘Da trat hervor Einer, anzusehen wie die Sternen Nacht.’",25309,25560
28,SIGHT,see,"The woman rose: she opened a door, through which I dimly saw a passage: soon I heard her stir a fire in an inner room; she presently came back.",27087,27232
28,SOUND,hear,"The woman rose: she opened a door, through which I dimly saw a passage: soon I heard her stir a fire in an inner room; she presently came back.",27087,27232
28,SOUND,voice,"she inquired, in a voice of surprise, as she surveyed me by the light of the candle she held.",29642,29737
28,SIGHT,survey,"she inquired, in a voice of surprise, as she surveyed me by the light of the candle she held.",29642,29737
28,SIGHT,light,"she inquired, in a voice of surprise, as she surveyed me by the light of the candle she held.",29642,29737
28,TOUCH,hold,"she inquired, in a voice of surprise, as she surveyed me by the light of the candle she held.",29642,29737
28,SIGHT,aspect,"Presently I stood within that clean, bright kitchen—on the very hearth—trembling, sickening; conscious of an aspect in the last degree ghastly, wild, and weather-beaten.",33128,33297
28,TOUCH,tremble,"Presently I stood within that clean, bright kitchen—on the very hearth—trembling, sickening; conscious of an aspect in the last degree ghastly, wild, and weather-beaten.",33128,33297
28,SIGHT,see,"Her face was near mine: I saw there was pity in it, and I felt sympathy in her hurried breathing.",34145,34242
28,TOUCH,feel,"Her face was near mine: I saw there was pity in it, and I felt sympathy in her hurried breathing.",34145,34242
28,SOUND,breath,Do with me and for me as you like; but excuse me from much discourse—my breath is short—I feel a spasm when I speak.”,36125,36242
28,SMELL,breath,Do with me and for me as you like; but excuse me from much discourse—my breath is short—I feel a spasm when I speak.”,36125,36242
28,TOUCH,feel,Do with me and for me as you like; but excuse me from much discourse—my breath is short—I feel a spasm when I speak.”,36125,36242
29,SIGHT,note,"I took no note of the lapse of time—of the change from morning to noon, from noon to evening.",375,468
29,SOUND,note,"I took no note of the lapse of time—of the change from morning to noon, from noon to evening.",375,468
29,SMELL,fragrance,It was full of the fragrance of new bread and the warmth of a generous fire.,4670,4746
29,TOUCH,warmth,It was full of the fragrance of new bread and the warmth of a generous fire.,4670,4746
29,SIGHT,see,"Hannah had been cold and stiff, indeed, at the first: latterly she had begun to relent a little; and when she saw me come in tidy and well-dressed, she even smiled.",4951,5117
29,TOUCH,cold,"Hannah had been cold and stiff, indeed, at the first: latterly she had begun to relent a little; and when she saw me come in tidy and well-dressed, she even smiled.",4951,5117
29,SIGHT,see,"Mr. St. John, when he saw me, merely bowed and passed through; the two ladies stopped: Mary, in a few words, kindly and calmly expressed the pleasure she felt in seeing me well enough to be able to come down; Diana took my hand: she shook her head at me.",11720,11976
29,SIGHT,see,"Mr. St. John, when he saw me, merely bowed and passed through; the two ladies stopped: Mary, in a few words, kindly and calmly expressed the pleasure she felt in seeing me well enough to be able to come down; Diana took my hand: she shook her head at me.",11720,11976
29,TOUCH,feel,"Mr. St. John, when he saw me, merely bowed and passed through; the two ladies stopped: Mary, in a few words, kindly and calmly expressed the pleasure she felt in seeing me well enough to be able to come down; Diana took my hand: she shook her head at me.",11720,11976
29,SIGHT,look,"The three looked at me, but not distrustfully; I felt there was no suspicion in their glances: there was more of curiosity.",16803,16926
29,SIGHT,glance,"The three looked at me, but not distrustfully; I felt there was no suspicion in their glances: there was more of curiosity.",16803,16926
29,TOUCH,feel,"The three looked at me, but not distrustfully; I felt there was no suspicion in their glances: there was more of curiosity.",16803,16926
29,SIGHT,eye,"Diana and Mary relieved me by turning their eyes elsewhere than to my crimsoned visage; but the colder and sterner brother continued to gaze, till the trouble he had excited forced out tears as well as colour.",18066,18277
29,SIGHT,gaze,"Diana and Mary relieved me by turning their eyes elsewhere than to my crimsoned visage; but the colder and sterner brother continued to gaze, till the trouble he had excited forced out tears as well as colour.",18066,18277
29,TOUCH,cold,"Diana and Mary relieved me by turning their eyes elsewhere than to my crimsoned visage; but the colder and sterner brother continued to gaze, till the trouble he had excited forced out tears as well as colour.",18066,18277
29,SOUND,murmur,"“You are too inquisitive, St. John,” murmured Mary in a low voice; but he leaned over the table and required an answer by a second firm and piercing look.",18321,18477
29,SOUND,voice,"“You are too inquisitive, St. John,” murmured Mary in a low voice; but he leaned over the table and required an answer by a second firm and piercing look.",18321,18477
29,SIGHT,look,"“You are too inquisitive, St. John,” murmured Mary in a low voice; but he leaned over the table and required an answer by a second firm and piercing look.",18321,18477
29,SOUND,hear,"I will even tell you the name of the establishment, where I passed six years as a pupil, and two as a teacher—Lowood Orphan Asylum, ——shire: you will have heard of it, Mr. Rivers?—the Rev. Robert Brocklehurst is the treasurer.” “I have heard of Mr. Brocklehurst, and I have seen the school.”",20181,20475
29,SOUND,hear,"I will even tell you the name of the establishment, where I passed six years as a pupil, and two as a teacher—Lowood Orphan Asylum, ——shire: you will have heard of it, Mr. Rivers?—the Rev. Robert Brocklehurst is the treasurer.” “I have heard of Mr. Brocklehurst, and I have seen the school.”",20181,20475
29,SIGHT,see,"I will even tell you the name of the establishment, where I passed six years as a pupil, and two as a teacher—Lowood Orphan Asylum, ——shire: you will have heard of it, Mr. Rivers?—the Rev. Robert Brocklehurst is the treasurer.” “I have heard of Mr. Brocklehurst, and I have seen the school.”",20181,20475
29,SIGHT,observe,"I_ feel more inclination to put you in the way of keeping yourself, and shall endeavour to do so; but observe, my sphere is narrow.",23663,23794
29,TOUCH,feel,"I_ feel more inclination to put you in the way of keeping yourself, and shall endeavour to do so; but observe, my sphere is narrow.",23663,23794
30,SIGHT,eye,"I felt the consecration of its loneliness: my eye feasted on the outline of swell and sweep—on the wild colouring communicated to ridge and dell by moss, by heath-bell, by flower-sprinkled turf, by brilliant bracken, and mellow granite crag.",1547,1788
30,SIGHT,outline,"I felt the consecration of its loneliness: my eye feasted on the outline of swell and sweep—on the wild colouring communicated to ridge and dell by moss, by heath-bell, by flower-sprinkled turf, by brilliant bracken, and mellow granite crag.",1547,1788
30,TASTE,feast,"I felt the consecration of its loneliness: my eye feasted on the outline of swell and sweep—on the wild colouring communicated to ridge and dell by moss, by heath-bell, by flower-sprinkled turf, by brilliant bracken, and mellow granite crag.",1547,1788
30,TOUCH,feel,"I felt the consecration of its loneliness: my eye feasted on the outline of swell and sweep—on the wild colouring communicated to ridge and dell by moss, by heath-bell, by flower-sprinkled turf, by brilliant bracken, and mellow granite crag.",1547,1788
30,SOUND,listen,"I could talk a while when the evening commenced, but the first gush of vivacity and fluency gone, I was fain to sit on a stool at Diana’s feet, to rest my head on her knee, and listen alternately to her and Mary, while they sounded thoroughly the topic on which I had but touched.",2821,3101
30,SOUND,sound,"I could talk a while when the evening commenced, but the first gush of vivacity and fluency gone, I was fain to sit on a stool at Diana’s feet, to rest my head on her knee, and listen alternately to her and Mary, while they sounded thoroughly the topic on which I had but touched.",2821,3101
30,TOUCH,touch,"I could talk a while when the evening commenced, but the first gush of vivacity and fluency gone, I was fain to sit on a stool at Diana’s feet, to rest my head on her knee, and listen alternately to her and Mary, while they sounded thoroughly the topic on which I had but touched.",2821,3101
30,SOUND,voice,"It began calm—and indeed, as far as delivery and pitch of voice went, it was calm to the end: an earnestly felt, yet strictly restrained zeal breathed soon in the distinct accents, and prompted the nervous language.",6318,6533
30,SMELL,breathe,"It began calm—and indeed, as far as delivery and pitch of voice went, it was calm to the end: an earnestly felt, yet strictly restrained zeal breathed soon in the distinct accents, and prompted the nervous language.",6318,6533
30,TOUCH,feel,"It began calm—and indeed, as far as delivery and pitch of voice went, it was calm to the end: an earnestly felt, yet strictly restrained zeal breathed soon in the distinct accents, and prompted the nervous language.",6318,6533
30,SOUND,sound,"Throughout there was a strange bitterness; an absence of consolatory gentleness; stern allusions to Calvinistic doctrines—election, predestination, reprobation—were frequent; and each reference to these points sounded like a sentence pronounced for doom.",6686,6941
30,TASTE,bitterness,"Throughout there was a strange bitterness; an absence of consolatory gentleness; stern allusions to Calvinistic doctrines—election, predestination, reprobation—were frequent; and each reference to these points sounded like a sentence pronounced for doom.",6686,6941
30,SOUND,listen,"When he had done, instead of feeling better, calmer, more enlightened by his discourse, I experienced an inexpressible sadness; for it seemed to me—I know not whether equally so to others—that the eloquence to which I had been listening had sprung from a depth where lay turbid dregs of disappointment—where moved troubling impulses of insatiate yearnings and disquieting aspirations.",6941,7325
30,TOUCH,feel,"When he had done, instead of feeling better, calmer, more enlightened by his discourse, I experienced an inexpressible sadness; for it seemed to me—I know not whether equally so to others—that the eloquence to which I had been listening had sprung from a depth where lay turbid dregs of disappointment—where moved troubling impulses of insatiate yearnings and disquieting aspirations.",6941,7325
30,SIGHT,scene,"Diana and Mary were soon to leave Moor House, and return to the far different life and scene which awaited them, as governesses in a large, fashionable, south-of-England city, where each held a situation in families by whose wealthy and haughty members they were regarded only as humble dependents, and who neither knew nor sought out their innate excellences, and appreciated only their acquired accomplishments as they appreciated the skill of their cook or the taste of their waiting-woman.",7726,8219
30,SIGHT,regard,"Diana and Mary were soon to leave Moor House, and return to the far different life and scene which awaited them, as governesses in a large, fashionable, south-of-England city, where each held a situation in families by whose wealthy and haughty members they were regarded only as humble dependents, and who neither knew nor sought out their innate excellences, and appreciated only their acquired accomplishments as they appreciated the skill of their cook or the taste of their waiting-woman.",7726,8219
30,TASTE,taste,"Diana and Mary were soon to leave Moor House, and return to the far different life and scene which awaited them, as governesses in a large, fashionable, south-of-England city, where each held a situation in families by whose wealthy and haughty members they were regarded only as humble dependents, and who neither knew nor sought out their innate excellences, and appreciated only their acquired accomplishments as they appreciated the skill of their cook or the taste of their waiting-woman.",7726,8219
30,TOUCH,hold,"Diana and Mary were soon to leave Moor House, and return to the far different life and scene which awaited them, as governesses in a large, fashionable, south-of-England city, where each held a situation in families by whose wealthy and haughty members they were regarded only as humble dependents, and who neither knew nor sought out their innate excellences, and appreciated only their acquired accomplishments as they appreciated the skill of their cook or the taste of their waiting-woman.",7726,8219
30,SOUND,dialogue,"One morning, being left alone with him a few minutes in the parlour, I ventured to approach the window-recess—which his table, chair, and desk consecrated as a kind of study—and I was going to speak, though not very well knowing in what words to frame my inquiry—for it is at all times difficult to break the ice of reserve glassing over such natures as his—when he saved me the trouble by being the first to commence a dialogue. Looking up as I drew near—“You have a question to ask of me?”",8380,8872
30,SIGHT,look,"One morning, being left alone with him a few minutes in the parlour, I ventured to approach the window-recess—which his table, chair, and desk consecrated as a kind of study—and I was going to speak, though not very well knowing in what words to frame my inquiry—for it is at all times difficult to break the ice of reserve glassing over such natures as his—when he saved me the trouble by being the first to commence a dialogue. Looking up as I drew near—“You have a question to ask of me?”",8380,8872
30,SOUND,voice,"Yes, and deems, and is bound to deem, himself honoured by the lot, and aspires but after the day when the cross of separation from fleshly ties shall be laid on his shoulders, and when the Head of that church-militant of whose humblest members he is one, shall give the word, ‘Rise, follow Me!’” St. John said these words as he pronounced his sermons, with a quiet, deep voice; with an unflushed cheek, and a coruscating radiance of glance.",10984,11425
30,SIGHT,glance,"Yes, and deems, and is bound to deem, himself honoured by the lot, and aspires but after the day when the cross of separation from fleshly ties shall be laid on his shoulders, and when the Head of that church-militant of whose humblest members he is one, shall give the word, ‘Rise, follow Me!’” St. John said these words as he pronounced his sermons, with a quiet, deep voice; with an unflushed cheek, and a coruscating radiance of glance.",10984,11425
30,SIGHT,see,"You_ may even think it degrading—for I see now your habits have been what the world calls refined: your tastes lean to the ideal, and your society has at least been amongst the educated; but _I_ consider that no service degrades which can better our race.",11537,11792
30,TASTE,taste,"You_ may even think it degrading—for I see now your habits have been what the world calls refined: your tastes lean to the ideal, and your society has at least been amongst the educated; but _I_ consider that no service degrades which can better our race.",11537,11792
31,SOUND,hear,"I was weakly dismayed at the ignorance, the poverty, the coarseness of all I heard and saw round me.",2025,2125
31,SIGHT,see,"I was weakly dismayed at the ignorance, the poverty, the coarseness of all I heard and saw round me.",2025,2125
31,SIGHT,eye,"I hid my eyes, and leant my head against the stone frame of my door; but soon a slight noise near the wicket which shut in my tiny garden from the meadow beyond it made me look up.",4884,5065
31,SOUND,noise,"I hid my eyes, and leant my head against the stone frame of my door; but soon a slight noise near the wicket which shut in my tiny garden from the meadow beyond it made me look up.",4884,5065
31,SIGHT,look,"I hid my eyes, and leant my head against the stone frame of my door; but soon a slight noise near the wicket which shut in my tiny garden from the meadow beyond it made me look up.",4884,5065
31,SOUND,strain,"God has given us, in a measure, the power to make our own fate; and when our energies seem to demand a sustenance they cannot get—when our will strains after a path we may not follow—we need neither starve from inanition, nor stand still in despair: we have but to seek another nourishment for the mind, as strong as the forbidden food it longed to taste—and perhaps purer; and to hew out for the adventurous foot a road as direct and broad as the one Fortune has blocked up against us, if rougher than it.",7188,7696
31,TASTE,taste,"God has given us, in a measure, the power to make our own fate; and when our energies seem to demand a sustenance they cannot get—when our will strains after a path we may not follow—we need neither starve from inanition, nor stand still in despair: we have but to seek another nourishment for the mind, as strong as the forbidden food it longed to taste—and perhaps purer; and to hew out for the adventurous foot a road as direct and broad as the one Fortune has blocked up against us, if rougher than it.",7188,7696
31,SIGHT,light,"After a season of darkness and struggling, light broke and relief fell: my cramped existence all at once spread out to a plain without bounds—my powers heard a call from heaven to rise, gather their full strength, spread their wings, and mount beyond ken.",8243,8498
31,SOUND,hear,"After a season of darkness and struggling, light broke and relief fell: my cramped existence all at once spread out to a plain without bounds—my powers heard a call from heaven to rise, gather their full strength, spread their wings, and mount beyond ken.",8243,8498
31,SOUND,voice,"He said this, in his peculiar, subdued, yet emphatic voice; looking, when he had ceased speaking, not at me, but at the setting sun, at which I looked too.",9328,9483
31,SIGHT,look,"He said this, in his peculiar, subdued, yet emphatic voice; looking, when he had ceased speaking, not at me, but at the setting sun, at which I looked too.",9328,9483
31,SIGHT,look,"He said this, in his peculiar, subdued, yet emphatic voice; looking, when he had ceased speaking, not at me, but at the setting sun, at which I looked too.",9328,9483
31,SOUND,hear,"We had heard no step on that grass-grown track; the water running in the vale was the one lulling sound of the hour and scene; we might well then start when a gay voice, sweet as a silver bell, exclaimed— “Good evening, Mr. Rivers.",9565,9797
31,SOUND,sound,"We had heard no step on that grass-grown track; the water running in the vale was the one lulling sound of the hour and scene; we might well then start when a gay voice, sweet as a silver bell, exclaimed— “Good evening, Mr. Rivers.",9565,9797
31,SIGHT,scene,"We had heard no step on that grass-grown track; the water running in the vale was the one lulling sound of the hour and scene; we might well then start when a gay voice, sweet as a silver bell, exclaimed— “Good evening, Mr. Rivers.",9565,9797
31,SOUND,voice,"We had heard no step on that grass-grown track; the water running in the vale was the one lulling sound of the hour and scene; we might well then start when a gay voice, sweet as a silver bell, exclaimed— “Good evening, Mr. Rivers.",9565,9797
31,SIGHT,form,"There appeared, within three feet of him, a form clad in pure white—a youthful, graceful form: full, yet fine in contour; and when, after bending to caress Carlo, it lifted up its head, and threw back a long veil, there bloomed under his glance a face of perfect beauty.",10415,10685
31,SIGHT,form,"There appeared, within three feet of him, a form clad in pure white—a youthful, graceful form: full, yet fine in contour; and when, after bending to caress Carlo, it lifted up its head, and threw back a long veil, there bloomed under his glance a face of perfect beauty.",10415,10685
31,SIGHT,glance,"There appeared, within three feet of him, a form clad in pure white—a youthful, graceful form: full, yet fine in contour; and when, after bending to caress Carlo, it lifted up its head, and threw back a long veil, there bloomed under his glance a face of perfect beauty.",10415,10685
31,TOUCH,caress,"There appeared, within three feet of him, a form clad in pure white—a youthful, graceful form: full, yet fine in contour; and when, after bending to caress Carlo, it lifted up its head, and threw back a long veil, there bloomed under his glance a face of perfect beauty.",10415,10685
31,SIGHT,see,"As she patted the dog’s head, bending with native grace before his young and austere master, I saw a glow rise to that master’s face.",14475,14608
31,TOUCH,pat,"As she patted the dog’s head, bending with native grace before his young and austere master, I saw a glow rise to that master’s face.",14475,14608
32,SIGHT,scene,"At this period of my life, my heart far oftener swelled with thankfulness than sank with dejection: and yet, reader, to tell you all, in the midst of this calm, this useful existence—after a day passed in honourable exertion amongst my scholars, an evening spent in drawing or reading contentedly alone—I used to rush into strange dreams at night: dreams many-coloured, agitated, full of the ideal, the stirring, the stormy—dreams where, amidst unusual scenes, charged with adventure, with agitating risk and romantic chance, I still again and again met Mr. Rochester, always at some exciting crisis; and then the sense of being in his arms, hearing his voice, meeting his eye, touching his hand and cheek, loving him, being loved by him—the hope of passing a lifetime at his side, would be renewed, with all its first force and fire.",2411,3245
32,SOUND,hear,"At this period of my life, my heart far oftener swelled with thankfulness than sank with dejection: and yet, reader, to tell you all, in the midst of this calm, this useful existence—after a day passed in honourable exertion amongst my scholars, an evening spent in drawing or reading contentedly alone—I used to rush into strange dreams at night: dreams many-coloured, agitated, full of the ideal, the stirring, the stormy—dreams where, amidst unusual scenes, charged with adventure, with agitating risk and romantic chance, I still again and again met Mr. Rochester, always at some exciting crisis; and then the sense of being in his arms, hearing his voice, meeting his eye, touching his hand and cheek, loving him, being loved by him—the hope of passing a lifetime at his side, would be renewed, with all its first force and fire.",2411,3245
32,SOUND,voice,"At this period of my life, my heart far oftener swelled with thankfulness than sank with dejection: and yet, reader, to tell you all, in the midst of this calm, this useful existence—after a day passed in honourable exertion amongst my scholars, an evening spent in drawing or reading contentedly alone—I used to rush into strange dreams at night: dreams many-coloured, agitated, full of the ideal, the stirring, the stormy—dreams where, amidst unusual scenes, charged with adventure, with agitating risk and romantic chance, I still again and again met Mr. Rochester, always at some exciting crisis; and then the sense of being in his arms, hearing his voice, meeting his eye, touching his hand and cheek, loving him, being loved by him—the hope of passing a lifetime at his side, would be renewed, with all its first force and fire.",2411,3245
32,SIGHT,eye,"At this period of my life, my heart far oftener swelled with thankfulness than sank with dejection: and yet, reader, to tell you all, in the midst of this calm, this useful existence—after a day passed in honourable exertion amongst my scholars, an evening spent in drawing or reading contentedly alone—I used to rush into strange dreams at night: dreams many-coloured, agitated, full of the ideal, the stirring, the stormy—dreams where, amidst unusual scenes, charged with adventure, with agitating risk and romantic chance, I still again and again met Mr. Rochester, always at some exciting crisis; and then the sense of being in his arms, hearing his voice, meeting his eye, touching his hand and cheek, loving him, being loved by him—the hope of passing a lifetime at his side, would be renewed, with all its first force and fire.",2411,3245
32,TOUCH,touch,"At this period of my life, my heart far oftener swelled with thankfulness than sank with dejection: and yet, reader, to tell you all, in the midst of this calm, this useful existence—after a day passed in honourable exertion amongst my scholars, an evening spent in drawing or reading contentedly alone—I used to rush into strange dreams at night: dreams many-coloured, agitated, full of the ideal, the stirring, the stormy—dreams where, amidst unusual scenes, charged with adventure, with agitating risk and romantic chance, I still again and again met Mr. Rochester, always at some exciting crisis; and then the sense of being in his arms, hearing his voice, meeting his eye, touching his hand and cheek, loving him, being loved by him—the hope of passing a lifetime at his side, would be renewed, with all its first force and fire.",2411,3245
32,SIGHT,witness,"Then I rose up on my curtainless bed, trembling and quivering; and then the still, dark night witnessed the convulsion of despair, and heard the burst of passion.",3307,3469
32,SOUND,hear,"Then I rose up on my curtainless bed, trembling and quivering; and then the still, dark night witnessed the convulsion of despair, and heard the burst of passion.",3307,3469
32,SIGHT,eye,"In spite of his Christian stoicism, when she went up and addressed him, and smiled gaily, encouragingly, even fondly in his face, his hand would tremble and his eye burn.",4822,4992
32,TOUCH,tremble,"In spite of his Christian stoicism, when she went up and addressed him, and smiled gaily, encouragingly, even fondly in his face, his hand would tremble and his eye burn.",4822,4992
32,SIGHT,see,"Her father was affable; and when he entered into conversation with me after tea, he expressed in strong terms his approbation of what I had done in Morton school, and said he only feared, from what he saw and heard, I was too good for the place, and would soon quit it for one more suitable.",9540,9833
32,SOUND,hear,"Her father was affable; and when he entered into conversation with me after tea, he expressed in strong terms his approbation of what I had done in Morton school, and said he only feared, from what he saw and heard, I was too good for the place, and would soon quit it for one more suitable.",9540,9833
32,SIGHT,shadow,"The head was finished already: there was but the background to tint and the drapery to shade off; a touch of carmine, too, to add to the ripe lips—a soft curl here and there to the tresses—a deeper tinge to the shadow of the lash under the azured eyelid.",11286,11540
32,TOUCH,touch,"The head was finished already: there was but the background to tint and the drapery to shade off; a touch of carmine, too, to add to the ripe lips—a soft curl here and there to the tresses—a deeper tinge to the shadow of the lash under the azured eyelid.",11286,11540
32,SIGHT,gaze,"He continued to gaze at the picture: the longer he looked, the firmer he held it, the more he seemed to covet it.",15006,15119
32,SIGHT,look,"He continued to gaze at the picture: the longer he looked, the firmer he held it, the more he seemed to covet it.",15006,15119
32,TOUCH,hold,"He continued to gaze at the picture: the longer he looked, the firmer he held it, the more he seemed to covet it.",15006,15119
32,SOUND,murmur,"he murmured; “the eye is well managed: the colour, light, expression, are perfect.",15134,15217
32,SIGHT,eye,"he murmured; “the eye is well managed: the colour, light, expression, are perfect.",15134,15217
32,SIGHT,light,"he murmured; “the eye is well managed: the colour, light, expression, are perfect.",15134,15217
32,SIGHT,see,I saw even that to be thus frankly addressed on a subject he had deemed unapproachable—to hear it thus freely handled—was beginning to be felt by him as a new pleasure—an unhoped-for relief.,16533,16723
32,SOUND,hear,I saw even that to be thus frankly addressed on a subject he had deemed unapproachable—to hear it thus freely handled—was beginning to be felt by him as a new pleasure—an unhoped-for relief.,16533,16723
32,TOUCH,handle,I saw even that to be thus frankly addressed on a subject he had deemed unapproachable—to hear it thus freely handled—was beginning to be felt by him as a new pleasure—an unhoped-for relief.,16533,16723
32,TOUCH,feel,I saw even that to be thus frankly addressed on a subject he had deemed unapproachable—to hear it thus freely handled—was beginning to be felt by him as a new pleasure—an unhoped-for relief.,16533,16723
32,SIGHT,see,And now it is deluged with a nectarous flood—the young germs swamped—delicious poison cankering them: now I see myself stretched on an ottoman in the drawing-room at Vale Hall at my bride Rosamond Oliver’s feet: she is talking to me with her sweet voice—gazing down on me with those eyes your skilful hand has copied so well—smiling at me with these coral lips.,18083,18444
32,SOUND,voice,And now it is deluged with a nectarous flood—the young germs swamped—delicious poison cankering them: now I see myself stretched on an ottoman in the drawing-room at Vale Hall at my bride Rosamond Oliver’s feet: she is talking to me with her sweet voice—gazing down on me with those eyes your skilful hand has copied so well—smiling at me with these coral lips.,18083,18444
32,SIGHT,gaze,And now it is deluged with a nectarous flood—the young germs swamped—delicious poison cankering them: now I see myself stretched on an ottoman in the drawing-room at Vale Hall at my bride Rosamond Oliver’s feet: she is talking to me with her sweet voice—gazing down on me with those eyes your skilful hand has copied so well—smiling at me with these coral lips.,18083,18444
32,SIGHT,eye,And now it is deluged with a nectarous flood—the young germs swamped—delicious poison cankering them: now I see myself stretched on an ottoman in the drawing-room at Vale Hall at my bride Rosamond Oliver’s feet: she is talking to me with her sweet voice—gazing down on me with those eyes your skilful hand has copied so well—smiling at me with these coral lips.,18083,18444
32,SIGHT,watch,I humoured him: the watch ticked on: he breathed fast and low: I stood silent.,18627,18705
32,SMELL,breathe,I humoured him: the watch ticked on: he breathed fast and low: I stood silent.,18627,18705
32,SIGHT,see,The pillow was burning: there is an asp in the garland: the wine has a bitter taste: her promises are hollow—her offers false: I see and know all this.”,19012,19166
32,TASTE,taste,The pillow was burning: there is an asp in the garland: the wine has a bitter taste: her promises are hollow—her offers false: I see and know all this.”,19012,19166
32,SIGHT,look,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
32,SIGHT,glance,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
32,SIGHT,glance,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
32,SIGHT,note,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
32,SOUND,note,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
32,SIGHT,shape,"He took it up with a snatch; he looked at the edge; then shot a glance at me, inexpressibly peculiar, and quite incomprehensible: a glance that seemed to take and make note of every point in my shape, face, and dress; for it traversed all, quick, keen as lightning.",24889,25154
33,SOUND,listen,"I had closed my shutter, laid a mat to the door to prevent the snow from blowing in under it, trimmed my fire, and after sitting nearly an hour on the hearth listening to the muffled fury of the tempest, I lit a candle, took down “Marmion,” and beginning— “Day set on Norham’s castled steep, And Tweed’s fair river broad and deep, And Cheviot’s mountains lone; The massive towers, the donjon keep, The flanking walls that round them sweep,",210,659
33,SIGHT,light,"I had closed my shutter, laid a mat to the door to prevent the snow from blowing in under it, trimmed my fire, and after sitting nearly an hour on the hearth listening to the muffled fury of the tempest, I lit a candle, took down “Marmion,” and beginning— “Day set on Norham’s castled steep, And Tweed’s fair river broad and deep, And Cheviot’s mountains lone; The massive towers, the donjon keep, The flanking walls that round them sweep,",210,659
33,SOUND,howl,"No; it was St. John Rivers, who, lifting the latch, came in out of the frozen hurricane—the howling darkness—and stood before me: the cloak that covered his tall figure all white as a glacier.",771,963
33,SIGHT,figure,"No; it was St. John Rivers, who, lifting the latch, came in out of the frozen hurricane—the howling darkness—and stood before me: the cloak that covered his tall figure all white as a glacier.",771,963
33,SIGHT,eye,"He still slowly moved his finger over his upper lip, and still his eye dwelt dreamily on the glowing grate; thinking it urgent to say something, I asked him presently if he felt any cold draught from the door, which was behind him.",3194,3427
33,TOUCH,grate,"He still slowly moved his finger over his upper lip, and still his eye dwelt dreamily on the glowing grate; thinking it urgent to say something, I asked him presently if he felt any cold draught from the door, which was behind him.",3194,3427
33,TOUCH,feel,"He still slowly moved his finger over his upper lip, and still his eye dwelt dreamily on the glowing grate; thinking it urgent to say something, I asked him presently if he felt any cold draught from the door, which was behind him.",3194,3427
33,TOUCH,cold,"He still slowly moved his finger over his upper lip, and still his eye dwelt dreamily on the glowing grate; thinking it urgent to say something, I asked him presently if he felt any cold draught from the door, which was behind him.",3194,3427
33,SIGHT,eye,"He got up, held it close to my eyes: and I read, traced in Indian ink, in my own handwriting, the words “JANE EYRE”—the work doubtless of some moment of abstraction.",10100,10267
33,TOUCH,hold,"He got up, held it close to my eyes: and I read, traced in Indian ink, in my own handwriting, the words “JANE EYRE”—the work doubtless of some moment of abstraction.",10100,10267
33,SOUND,hear,"My uncle I had heard was dead—my only relative; ever since being made aware of his existence, I had cherished the hope of one day seeing him: now, I never should.",12192,12354
